product_id,user_id,user_name,review_id,rating,review_title,review_content,discounted_price,actual_price,discount_percentage,rating_count
B08LKS3LSP,AH5JH2QLZDYXTHIDXBBLTDHQUALA,kishore movva,R168J8VQSY0OH5,3.7,Product is nice,Product  is nice,345,999,65,1097
B08LKS3LSP,AGY6OOO6NIXEY5CJIHB4LUUUQJLQ,Nithya,R18LTVF8A76SR3,3.7,Decent cable,Decent charging cable for the price. This does not carry data. Also the retractor is not that great. Within a few uses it stops retracting unless you hold both ends and try to pull. No issues in charging,345,999,65,1097
B08LKS3LSP,AHCJ2GWM5V4XDOBLR4UU2RV4ERKA,Balaji BG,RVRLO0A6SRBIU,3.7,It charges all the three types,just received the product,345,999,65,1097
B08LKS3LSP,AFWFYPM37ORBVNKGLW4EETQML7TQ,pooja,RSEQE3YO0NKC0,3.7,Product is good and worth of money,got a black coloured product,345,999,65,1097
B08LKS3LSP,AHFT6MCOAFZXAUNCYQYPBI7YYF4A,Showkat,R3A8QATMFQYP3W,3.7,Good material.... working good,checked all the three types cable head. Durability will be known after the regular use. Seems worth the value.,345,999,65,1097
B08LKS3LSP,AHA2QGFQYDUQ57OW7ATIM3QVTIIA,Anuj,R374YBV58QVZRY,3.7,Very good,Good product,345,999,65,1097
B08LKS3LSP,AFI5YRB4PKR26ECAXNTMOWMXMEQA,Royal,R233DLMRTKEDS4,3.7,ठीक ठीक है,This is a useful product ever✅,345,999,65,1097
B00V4BGDKU,AH3ZNJWSAOEWIBD3NFLGHZZOOMIQ,Jayendra Pai,R2K3WL7JFGLDI,4.5,Working fine - but errors while using USB and Ethernet adapter together.,I brought this primarily because my Lenovo Laptop (Windows 11) has only one USB 3 port,1099,1899,42,22420
B00V4BGDKU,AFAFMRV4L35642NQMP3WELYPQ6ZQ,Avinash kumar,R2WXWZRPAKQ1GP,4.5,Speed is just awesome go for it,no ethernet slot and one c-connector port.While in office immediately after purchase of this TP-Link UE330 3-Port USB Hub and Gigabit Ethernet Adapter,1099,1899,42,22420
B00V4BGDKU,AG6GKJFYOVO2OJCRV73FBUIBAJLQ,Sreekanth,R29PWDI4WOF8FK,4.5,Best price to buy,I used this for the ethernet connectivity to my office network.  Simultaneously I was using the USB ports in the Hub for connectivity of my wireless mouse and one port for external hard-disk.  This continuously gave me problems with connectivity of the mouse or the HDD.  I got errors like USB device not detected etc.  Till a point,1099,1899,42,22420
B00V4BGDKU,AEWU6OTDLIVY6F2UAY2UYYQSGOPQ,Piojeet,R26V2X161L8NR5,4.5,Awesome product,where it refused to detect my mouse.At home,1099,1899,42,22420
B00V4BGDKU,AFOPBEQ5YUOBWJ7TBDFITQFZSN3Q,simam.mular,R3B4VBD2NKURWM,4.5,Overall good,I used the hub for connecting only to my external HDDs (two numbers) and it is working fine.  For a moment,1099,1899,42,22420
B00V4BGDKU,AETRLRK4QNNUXN3RRQ7BWMBAFXCA,Sagar,R3A6QVJ73S0FLJ,4.5,Drains battery if you use on smartphones,I was trying to return the product,1099,1899,42,22420
B00V4BGDKU,AFXO2ER7GFIH4WDPPZX6LRZX3X7Q,Saumik Shashwat,RSP7D739UWRFL,4.5,Excellent product but it has 1 major and 1 minor inconvenience,but since I got this delivered in Mumbai at my Office and then I had returned home to Karnataka,1099,1899,42,22420
B08CHKQ8D4,AHW52L6QGPO7TTN7LC3B5JVJNRDQ,Vishal gupta,R3160KII7MBSDT,4.1,I don’t like this product,I don’t like this product,719,1499,52,1045
B08CHKQ8D4,AGDOSBSPQWBNRA3G4IV3YWOVIOXQ,Pranav,R8ZDM5P3NBJ6V,4.1,Awesome product,Quality of cable is good and fast charging and customer care support very helpful,719,1499,52,1045
B08CHKQ8D4,AFOTDDBZZITX2HTAZ7HBQ3I4BZYA,JS,R2XYESNNUWI2DP,4.1,Best cable for iphone xs .. works well with fast charging brick,Simply the best cable.. works really well with fast charging brick,719,1499,52,1045
B08CHKQ8D4,AEEXKG5AG3K2ZV5EDWTS44RP245Q,Palak dadhich,R1UHCZ5GEKZFZL,4.1,Low quality pin but wire is fine,Don’t buy if you have problem with loose pin…its pin is same as oroginal iPhone pin…but the wire quality is good…if you want to take for that…it just took 2 months for thier pin to break,719,1499,52,1045
B08CHKQ8D4,AGHPERSZ5ZUKU6VDRTYPQ3IOGQUQ,8360101472,R2LUS6OIA1FUIY,4.1,Excellent quality,Awesome charging wire,719,1499,52,1045
B08CHKQ8D4,AHY6R6FREC2FHKQYBVIBR3XJKPVA,Pravin,R3TNBYI02BNXDP,4.1,Awesome quality and fast charging,Awesome quality and fast charging,719,1499,52,1045
B08CHKQ8D4,AFCKW7CNBDUGWITOVBVJGAQYTW6A,Rahul M.,R341FNER86M2NB,4.1,Works fine,The product works fine. It is able to deliver fast charging when connected to a 20W charger. The cable is durable unlike the Apple OE cable.,719,1499,52,1045
B09BW334ML,AHDC2HUUNEL6GRJRX5TTOVKITONQ,parvinder singh,R3UKO8DK958TVU,4.3,Nice cover,Nice cover,349,1499,77,4145
B09BW334ML,AEBMIYML42WN2LWWZ4VIYP6IYPJA,Rishikesh Gharge,RQQT9ZUZIJ2J9,4.3,Good quality,The rubber around buttons got loose within months.,349,1499,77,4145
B09BW334ML,AGMWSX5A6BMRWUFEIC4KPWXAJ4YQ,Mattathil,R243SOUNFQGU4K,4.3,Dealfreez Full Wrap Silicone Remote Cover Case is an excellent product,Dealfreez Full Wrap Silicone Remote Cover Case compatible for 3rd Gen Fire TV Stick is an excellent product,349,1499,77,4145
B09BW334ML,AGIBHP2JIWGT67DQJYQTYMAXKTQA,Chettan,RSHK5RYDB3VH6,4.3,Remote Cover,Remote Cover,349,1499,77,4145
B09BW334ML,AE53NI5ENHBJCJOCII2GH6FLUOUA,Gautam Chawla,R2HTAIZTX7XKXG,4.3,Loved it!,A great and a must have product..,349,1499,77,4145
B09BW334ML,AFI7P52BGRV2NZVRGTJLLCBGJC6Q,T George,RHB3ONZ4OL1N2,4.3,Soft,Good product,349,1499,77,4145
B09BW334ML,AHJ7V4RXBRFQB2OARDFFSNWHNIRQ,Manindra,R3Q0E1AI2I2B30,4.3,Best product for the price,Silicon quality is awesom,349,1499,77,4145
B09BW334ML,AGKCX7P476LO5R2Q3HYVXO2BCSFQ,Sunil Rawat,RO78JI2HT6J3P,4.3,Look's good,but price is on bit higher side,349,1499,77,4145
B082T6GVLJ,AGD3F3J523RVZPEJGZE7WPFJXONA,Ananya S.,R19CZW6DWGE2WH,4.3,Exchange of the cable,I wanted a long cable but this is short just want to exchange . In one day you cannot judge it,849,1809,53,6547
B082T6GVLJ,AFAKUEWJWYAKREBPXLV2MNKZXMLA,Anirban Pramanick,R23RHEY0ZRAT67,4.3,Go for it !!,Very nice product it’s surprisingly charge fast then the original one go for it. 🥹🥹✌️✌️,849,1809,53,6547
B082T6GVLJ,AGM4RYZ46NPKH7I2SDZXAUHSB52A,Aashuthosh,R14H0NECRS2LAV,4.3,It works and it is worth,The color is also calming,849,1809,53,6547
B082T6GVLJ,AELBEUEZY4ZDRRUYDKANK4BUZOHQ,Amazon Customer,R2WX5VW2D3WO75,4.3,Works Well and Durable,Good product for the price. Works well and charges fast.,849,1809,53,6547
B082T6GVLJ,AH2YUV5UZMGORXEBW3SJV4N3V2FQ,Avinash singh,R2CPF8A0YDYQRE,4.3,Gud product,Good product.. works fine and good quality product,849,1809,53,6547
B082T6GVLJ,AHUJ3IACIKHRFAYWD3TAKH3SXKZA,pooja,R28O8X64JYO82C,4.3,Stopped working in less than a month,Last time I bought a cable for 199 and it worked 8 months,849,1809,53,6547
B07DL1KC3H,AFAZO5BDXQFTNM5IUP2X6F5XIIVQ,AdyZon,R3L9WB85IB0Y5O,4, পয়সা উসুল।,I bought it forMy Samsung E4000 series LED TV. The remote works. I use it mostly to control volume and source and it does its work. Am happy with it.At first they had delivered one remote that didn’t work and then I got a replacement which works as expected. Thank you!,299,899,67,1588
B07DL1KC3H,AFAZO3VRRBIL6DP5UI4B2UDILGRQ,pradeep4uall,R15PHQG6E08SRK,4,Just what I wanted.. works perfect,Great 👍,299,899,67,1588
B07DL1KC3H,AEBEUDL2VRUKJQ3R52K2SQR5JHJQ,purnendu shekhar,RGAGJH8NCQG57,4,Great 👍,It’s a replica of my old Samsung remote. I have used it for a month now and no issues. Good product.,299,899,67,1588
B07DL1KC3H,AEYPXWWAKKOQEX2Z6HKEVFCYZ4EA,Arun,R1I4MAFYK4CVTO,4,Good,Works fine with my Samsung smart TV. No issues till now,299,899,67,1588
B07DL1KC3H,AHMURR4YBS77BA3QJ43PBIRDLLSA,elisha,RVP0VF5HL82LG,4,Works fine with my Samsung smart TV.,Does everything the original remote does.,299,899,67,1588
B07DL1KC3H,AFAH6ZDWWYSXCWPETRIORFGRILAA,Shreesha Mokhashi,R2P3J8JNKDB1SK,4,Works perfectly,Not a genuine product. Seems brittle and a little tough around the edges. Lighter than original remote probably due to the poorer quality of plastic. But for my usage,299,899,67,1588
B07DL1KC3H,AGRSOPDTA7U5B4WO5BHUCRZI5KRQ,Viswa Teja,RD9IPXKRI6ZDY,4,Not OEM. But works as expected.,that's ok as there are no kids to damage it. I barely use 2-4 buttons in the entire remote (Source switch to HDMI for Chromecast,299,899,67,1588
B0B6F98KJJ,AHEVOQADJSSRX7DS325HSFLMP7VQ,Manoj maddheshiya,R13UTIA6KOF6QV,4.2,It is the best tv if you are getting it in 10-12k,Pros- xiomi 5a is best in budget-Nice picture quality-Very nice audio output- Full of featureCONS- sometimes tv lags-Sometimes stucksIn this prize range all tv having cons like this.::Overall nice tv,21999,29999,27,32840
B0B6F98KJJ,AG7XYZRCSKX6G2OLO7DVZWIZ3PUQ,Manoj Kumar Sahoo,R2UGDZSGFF01K7,4.2,Good price but the OS lags,The product in this price range is good but as it is running in Android 12 it lags. I hope after few updates the lags problem will be resolved,21999,29999,27,32840
B0B6F98KJJ,AE2THTCCQLBIUSWPF4CPXC6GGP7Q,Saumil s.,RHHIZ45VYU5X6,4.2,GARBAGE QUALITY,Useless product and useless quality. Display issues within 7 months and service center is not upto the mark. Go for better brands where quality is assured. I would wish if there was option of negative stars.,21999,29999,27,32840
B0B6F98KJJ,AHUJZOV34DFEN55QQ5XOYKVKHV6Q,Jean-Louis M.,R14N9HBE5EIUY0,4.2,Good product.,Uses as connectes TV the picture is very good. I was hopping a best level of song. Globaly it is a good product.,21999,29999,27,32840
B0B6F98KJJ,AELX4DI77ZHURZTDLYFU7XMP7R6Q,Mahesh,R2WMW096T9Y0OU,4.2,Good quality,Good quality,21999,29999,27,32840
B0B6F98KJJ,AE2ODWBBOBD2SITDDIEJ644OSRFQ,syed azhar abbas,R1SHIIE6M72825,4.2,Great experience everything is fantastic 🤠,Greater then ever,21999,29999,27,32840
B0B6F98KJJ,AFLW4WXYQ3G6HU5LBQORDDZO3FOQ,prabakaran,R22P6BE9DBME4F,4.2,Super picture quality and sound quality,Good quality,21999,29999,27,32840
B07JNVF678,AGKNFVSMZCSEFHPASWFBOIYKRZJA,Pratik,R3JCOBHM1JXUQ0,4.2,Good product,I like the product and I used it for my iphone,349,999,65,13120
B07JNVF678,AERBQW23ELEQZRWXWOW5EFQ2AA7Q,Amazon Customer,R24Q3GIRGESSP7,4.2,Is worth the money you are paying for it,The product got delivered fast. It surely does work for the price you pay for it. Does a good work of charging the iPhones without any lags. I will recommend. In fact bought a couple of other products too after taking this cable.,349,999,65,13120
B07JNVF678,AE6T7WGZSJSYC6C44JF6AJLJDOCA,Abhishek,R3ST56H0XWNVV2,4.2,Good quality cable,Its build quality is excellent and it charges the phone quickly despite being a long cable which is a good feature of it.,349,999,65,13120
B07JNVF678,AFAI5BPCMNB5QLJ2T5WCKGA5U2DQ,Derrick Angelsz,R31NFMTNJIPKMQ,4.2,Go for it!,Nice product for rough use. I have been using this in my car since day one & it has taken all the weathering. Good product,349,999,65,13120
B07JNVF678,AFGPABA7HWGCWXXWZV5QOIOZY77A,Harshal Mehta,R3HKP0S37A375D,4.2,Good buy,zero complaint. Go for it!,349,999,65,13120
B07JNVF678,AG67C3ZJMVIGQPZOJS5PISM3QF6A,Rajesh,R2EP7R64E7CH21,4.2,Quality product  ,Good and convenient product for those who don’t want long dangling wires from their power banks😊,349,999,65,13120
B09QGZFBPM,AHL2CPZ63TFC3VB3RUVZVPFC2YZA,sameer Dubey,RGNARUOE22V1A,4.3,Good material,Material os very good,399,999,60,2806
B09QGZFBPM,AG6X53SP2LB733ON4RXI3T7Y354A,virender,R5KYEFZM5496A,4.3, fast charging,initially charges very fast but after 7 months saw a diffrence in speed,399,999,60,2806
B09QGZFBPM,AGR6UE4GCJKWO64UOIRUNFUGTL7A,Amazon Customer,R38R0ACYQPV9HZ,4.3,Costly but good product,I contacted seller for warranty,399,999,60,2806
B09QGZFBPM,AEIDO6I6DOUJAKJX6VR6C2PC6ETQ,Jay,R17M1JPCDUNH21,4.3,Support type c super fast charging,within 1 day they delivered me new one without any cost.Great product  good service.,399,999,60,2806
B09QGZFBPM,AGI2Y5SCA6G6LPHLNAJOLCNAMEJQ,Siddharth,R1H9QE5M69Z3VS,4.3,Good quality,Costly but good product,399,999,60,2806
B09QGZFBPM,AFRCI27IITJW4I7XDL5GNZUQPZTQ,Kaveri Pramod,R249MO4XBSOM0Q,4.3,Sturdy cable & has decent charging capabilities.,Wire can be a bit soft..it is very hard to get it fold,399,999,60,2806
B09QGZFBPM,AHVKJVDTF5KCHA5NBPFC7QJAMHJQ,Ravinder yadav,R2BI8BOVC79W95,4.3,Good buy.,Product is good but I need replacement asap. Cause it's stopped working.,399,999,60,2806
B09QGZFBPM,AEAOO4M764H7IQUU3CTHRMQBB4SQ,RAKESH SWAIN,R1V5XKRZ49DQK3,4.3,Gud product.,The cable is physically resilient and looks good too. The cable stopped working in 7 months - contacted customer support and they ensured a replacement soon. All in all,399,999,60,2806
B07JGDB5M1,AG3D6O4STAQKAY2UVGEUV46KN35Q,Manav,R3HXWT0LRP0NMF,4.2,Satisfied,Looks durable Charging is fine tooNo complains,449,1299,65,24269
B07JGDB5M1,AHMY5CWJMMK5BJRBBSNLYT3ONILA,Adarsh gupta,R2AJM3LFTLZHFO,4.2,Charging is really fast,Charging is really fast,449,1299,65,24269
B07JGDB5M1,AHCTC6ULH4XB6YHDY6PCH2R772LQ,Sundeep,R6AQJGUP6P86,4.2,Value for money,good product.,449,1299,65,24269
B07JGDB5M1,AGYHHIERNXKA6P5T7CZLXKVPT7IQ,S.Sayeed Ahmed,R1KD19VHEDV0OR,4.2,Product review,Till now satisfied with the quality.,449,1299,65,24269
B07JGDB5M1,AG4OGOFWXJZTQ2HKYIOCOY3KXF2Q,jaspreet singh,R3C02RMYQMK6FC,4.2,Good quality,This is a good product . The charging speed is slower than the original iPhone cable,449,1299,65,24269
B07JGDB5M1,AENGU523SXMOS7JPDTW52PNNVWGQ,Khaja moin,R39GQRVBUZBWGY,4.2,Good product,Good quality,449,1299,65,24269
B07JGDB5M1,AEQJHCVTNINBS4FKTBGQRQTGTE5Q,Anand,R2K9EDOE15QIRJ,4.2,Good Product,would recommend,449,1299,65,24269
B07JGDB5M1,AFC3FFC5PKFF5PMA52S3VCHOZ5FQ,S.ARUMUGAM,R3OI7YT648TL8I,4.2,As of now seems good,As of now seems good,449,1299,65,24269
B0981XSZJ7,AEIFMHDK4ETHLYWSV6TUFNSJU4MQ,AkashP.,R2JXNH8KUWRZK5,4.3,No reasons to complain,I bought the original cable for ~1K,299,999,70,766
B0981XSZJ7,AE7BNHD6PZQQD7K3OKFEPFHTISSA,Hrishikesh,R31JIXX5TZG1TQ,4.3,Value for money,and it stopped working after few months.This one is a fraction of cost,299,999,70,766
B0981XSZJ7,AEV2GXFIZ3KD7EEKOE5URJQD6IFQ,ROHIT RANJAN ROUT,R1D64K0KL2EG2Y,4.3,Works,Good product for 1+ 6 device. Supports fast charging,299,999,70,766
B0981XSZJ7,AGOKXS4TP2M6LTNG5HAEMLCKI2IA,Sarika Roy,RJ2YNRIIONHOT,4.3,Value for money,charging time identical to original cable.Durability slightly low than original as cable is less flexible. Works perfect with bike/car mobile charger unit as well.,299,999,70,766
B0981XSZJ7,AF5KJPHP55XSZUUXSC5OJUBJ5RVA,vijay,R38E1BUBY9DNVR,4.3,Go For It,Go For It,299,999,70,766
B0981XSZJ7,AF4TCPZK5Q3JFGYV4MBARJLS54PQ,Dnyanoba Phad,R2QV17ZAFB5D2E,4.3,Nice,I've been using it for a month so far,299,999,70,766
B0981XSZJ7,AH6AGSQLLH54UPSZGMXTOGESIEBQ,Amazon Customer,RP16EV0JDQBKX,4.3,It's fast charging good quality priduct,works fine...will update if the dash charging stops working too quick.,299,999,70,766
B0B9XLX8VR,AHY6AK5LXBTGXDDXSU57ISMDW55Q,UtdBuzz,R2G4T57OLXDVPL,4.3,Good TV for the price. (But my experience was not perfect),Good TV for the price. (But my experience was not perfect),37999,65000,42,3587
B0B9XLX8VR,AGULFHMPCHCL32WCIP4GEGWFVZEQ,Mukund Nagvenkar,R3IQ8PWVTWENBY,4.3,Good but not best  @!@,Screen quality is good.It's been a month I bought it still working fine.Two main negatives are1• It doesn't have default option to directly start on tata sky tv,37999,65000,42,3587
B0B9XLX8VR,AFVZXMXYRXVM3VBDLGX45W34GQ4Q,S.R K.,RH6UHEBP622FT,4.3,Decent tv for the price but misses on basic smart features,we have to select hdmi option from input menu to select tata sky which one is plugged in.2• dosent allow us to command/choose volume up or down from set-top box remote (mine tata sky)We have use tv remove to change the volume setting.Other than that great tv,37999,65000,42,3587
B0B9XLX8VR,AFT4N4FD4G7EYIOZIYP6KBRGU66A,Pruthvi Raj Goud,R3RHA159FH0SOQ,4.3,Perfect one in our budget. Speedy and customer friendly approach from vu,mine ps4 works fine with it great graphics.Conclusion: If someone ask's me to if they Can buy it or notMine answer will be nor yes nor no.If we you want kinda cheap but decent  quality tv and taking the risk on unknown tv brand on their reliability( just like me ) then go for it.Better then Samsung or Sony ??? Definitely no!!.,37999,65000,42,3587
B08Y5KXR6Z,AEQ2YMXSZWEOHK2EHTNLOS56YTZQ,Jayesh,R7S8ANNSDPR40,3.9,It's pretty good,It's a good product.,99,800,88,24871
B08Y5KXR6Z,AHBAT6VLOXWGYDL57KHCNCLPXAKA,Soopy,RFF7U7MPQFUGR,3.9,very good and useful usb cable,Very good item strong and useful USB cableValue for moneyThanks to amazon and producer,99,800,88,24871
B08Y5KXR6Z,AF7NDY2H6JVYTSQOZP76GCATQ34Q,amazon customer,R1MV1NKC23DWPI,3.9,Good USB cable. My experience was very good it is long lasting,Good USB cable. My experience was very good it is long lasting,99,800,88,24871
B08Y5KXR6Z,AEP4MK3EKOBDKTGPJTRN5RBDIODA,Chitra,R1XN72FU6Q37IH,3.9,Sturdy but does not support 33w charging,Sturdy but does not support 33w charging,99,800,88,24871
B09F6VHQXB,AFCMYWUZMOK6KHPFLL4DTRV2KHWA,Ankit,RTFGWAX83AVMH,4.1,Good.,Middle class family ke liye kafi achha he,7390,20000,63,2581
B09F6VHQXB,AHJFTFOH2F6NXLGSEFSVCLQQLTZA,Chandan Mahato,RKSB6RZJD7Y4B,4.1,As per price ,Sound quality is good 😊😊,7390,20000,63,2581
B09F6VHQXB,AG3TB7ROWWPT3OD5SN5ZVSBYZ2NA,Sagar Raut,R2455QTVQ8IHGK,4.1,product is excellent 👌,Tv is good overallbut croma is not present at some citiesand there the service is worstorelse it good and value for money,7390,20000,63,2581
B09F6VHQXB,AH5MDQC5CNEJHNNNCBFSXIDCO6RQ,Placeholder,R32JWEJRN39EQK,4.1,The product is great but you might get scammed on Amazon,Sound quality could be better,7390,20000,63,2581
B09F6VHQXB,AEU4DZ5TUTNBTJHIYUDYHWXTSNSQ,Tapas mitra,RCQRBHBTG5TBM,4.1,Very good 👍,Before buying any product from Amazon you should definitely buy products on EMI as you will definitely be cheated by them under the cute name of Free EMI. Amazon is outright cheating by using the word free in their manuals to attract customers. The TV I bought is great .,7390,20000,63,2581
B09F6VHQXB,AEVV7FGCQH4N4HDNGHICKQHTMMRA,Jaya jadhav,R1D0DZR0T2ZNBP,4.1,Nice tv,Picture quality good but sound can be more clear,7390,20000,63,2581
B0974G5Q2Y,AFA332YHUPB6I7KMME7SOFX5RKQQ,GHOST,R1G4I5FLAHM16P,4.3,Just buy it dont even 2nd guess it,One amazing cable for 300 bucks,273.1,999,73,20850
B0974G5Q2Y,AH3LHRL5P4YAVOQQCH72G2PJFXSA,Amazon Customer,R1DXRMVWV2OVE8,4.3,Quality is good,Ok with charging. Looks very sturdy and durable.,273.1,999,73,20850
B0974G5Q2Y,AGUUHLF34AIEIOE5KULXXVWKBCMA,A Vase,R2BJFG3I9TAZ2P,4.3,Nylon braided quiet sturdy,Fast charging upto 25watts 2m in length and really durable.Bought it like the 4th time passed down my older cables to family members all still in working state.,273.1,999,73,20850
B0974G5Q2Y,AHWY6IG3PXBBJMLVFMHHKM25BVCQ,Mani Jha,R35RERUQG5AERU,4.3,Amazing,I bought it in 2019 and it almost last three years post heavy usage... Gonna buy it again! Very good quality,273.1,999,73,20850
B0974G5Q2Y,AEOKB3ECJUM6UQOBFKMEMQVVHL4A,Anu B,RQVMA35UH4D2P,4.3,Feels like steel harnessed wire - strong,Good quality USB C Charging cable that enables Fast Charging for Samsung M21 as well as M33 5G 24 W seeking phones. 2 metre cable length helpful in keeping phone on desk while Charging Adaptor plugged into Electric Outlet. Best value. Similar 2 m cable costs 3x or 4x in retail market. This is best price,273.1,999,73,20850
B0974G5Q2Y,AEYA6LQE25O2P6C7XV62XM3YV2EQ,Ganesh Inguva,R2WKO9Y6VGUOOP,4.3,Sturdy and durable. Useful for charging Power Banks,Great product. Wanted this as my Portable battery has USB slot and iPad and Kindle Reader have USB-C ports. Fits my requirement perfectly. Charges very fast.,273.1,999,73,20850
B0974G5Q2Y,AFZIZOK5KDBOB5QCHUQRR2ZWUYKA,Amazon Customer,RDDDU5N0JHZS7,4.3,Nice quality,Very good overall,273.1,999,73,20850
B09YL9SN9B,AE4KODYP3MGRZS2JI6V7ZWVI5CHA,Rishi V,R2CS3O3RBOMTFP,4.3,Good tv and features in this budget.,Delivered in time. Package was in good condition,15990,23990,33,1035
B09YL9SN9B,AEEETBDP73H6344UQ5FJSUBNR63A,Placeholder,R3H2SARN5OCYSA,4.3,Genuine products,thanks amazon. Was installed within a day. Writing this review after using the tv for more than a week.1. picture quality is good.2. Sound could be better. Dosnt' mean its bad.3. connectivity is good.4. No issues with software or hardware till now.Overall a good product in this budget. Once again thanks Amazon and LG.,15990,23990,33,1035
B09YL9SN9B,AEHKKIS4WKMVCADF6Y3HMR5IRM7Q,Benoy M.,R17IJUZWVYY9UP,4.3,Offers a lot of functionality for 32 inch,This is good smart tv,15990,23990,33,1035
B09YL9SN9B,AHQWAOSKNRUVK7GN5FZJL3UYLV2A,Kushagra Goyal,R2BKMSGC49JIFQ,4.3,Best Buy under Rs. 16000/-,I wanted to get display for my PS4.  I was contemplating between a monitor and TV.  Since,15990,23990,33,1035
B09YL9SN9B,AFJDUYYD5BCY5PU522GYHMVIS4VQ,Kamlesh Chugh,R3LM25KZJYPW7K,4.3,A perfect TV for your room,there is no need to get display with high resolution,15990,23990,33,1035
B09YL9SN9B,AFQRUDMIIMRA32Y3JBUQNWFREEUQ,Manjunath,R3FXNMZ5WCRVBB,4.3,Super 👌 👍,I opted for this TV.  I have been using this TV for 3 months now.  Below are my observations when using this TV as a secondary TV or gaming TV.Pros:1.  This TV comes with the software from the bigger OLED TV of LG meaning,15990,23990,33,1035
B09YL9SN9B,AGSMSIDW4O7QLQGWYZQQMDHWGR4Q,Priyanka Mukherjee,RQAJZR3HP1BF8,4.3,Nice,to some extent better upscaling.2.  Since I am using primarily as a gaming TV,15990,23990,33,1035
B09YL9SN9B,AED3V5KQXHYOPY3IL2CUQITIZFHQ,Krishti jaswani,R1W0S8Y1MEZEOL,4.3,It's amazing with this price 15.5K.,I love the Game mode.  You can truly see the difference when you play with and without Game mode.  Pic and responses are shaper and faster with Game mode active.3.  You can connect Bluetooth headset to TV.  Great when watching movies as a secondary option.4.  LG service is the best!!!  The come probably the next day,15990,23990,33,1035
B09RX1FK54,AFJVYK4FXVGRSTSLGVUE5JGB2NVA,livin sebi,RMEKYV7XWTWKV,4.1,Better..!!,Yeap this cable support 65w fast charging tested on my 65w brick of realme 7 pro..Cable and pins quality looks good.Since i couldnt find original cable for 65w charger of realme i was searching for long time for a good one...,399,999,60,1780
B09RX1FK54,AEVJIJSEUXPBRKOQ2PB4JNBUTFRA,Anand k.,R1PYVXH6MGUQLU,4.1,Charging speed is not guaranteed!,Charging speed depends on number of factors and only in best condition it will go above 50 watts and the brand only claims that 65 watts fast charge if only you use the brand's inbox charger . For me personally I tested out at multiple occassion using it for a month or two I never got speed above 38 watt and i tested it with the cable that I received from the box and it also gave me the same speed so buy carefully if you're conditions are good and you get speed more tha 50watss then only you should buy it or you should go with 3A/4A cables as they are cheaper and more durable braided cables,399,999,60,1780
B09RX1FK54,AGRLDCPA7VJZZTV4GUIODVQ3DTHA,Rahul Pandita,R3FUT08S34HBHW,4.1,Exactly as advertised,The cable supports fast charging (I'm using a OnePlus 65W charger) as advertised. If it could have been round and braided instead of flat ribbon cable,399,999,60,1780
B09RX1FK54,AEUDATTJUCKFQ5ETVLUU57ZZ3XXQ,Fazil Mohamed,R2X57Q7030Q9DG,4.1,Excellent warp charge cable,that would make it more durable. In my experience,399,999,60,1780
B09RX1FK54,AEGR6ZYWXPEZWM7JUEBWQHAOPS2A,Steve,REPXGC5R2LG85,4.1,Nice,braided cables are easy to wrap and store when not in use and they dont get frayed easily. My cable stopped fast charging after two months of usage but warranty support was excellent,399,999,60,1780
B09RX1FK54,AEETOHX32FYDRI6SIAW7L76Q2NHQ,Shivasunhith,R399JBQZ8JKDKC,4.1,Amazing cable,I submitted the cable at a nearby centre and a new cable was shipped within 3 days. I've been using Boat Cables for about 6 years now (a cable from a Moto G4 phone is still with me and in use)  and will stick to them.,399,999,60,1780
B09RX1FK54,AELSOXQRZBOFSSY4HJUR4Y7ASQBA,Varun Kumar,R1N2RQSGT02EZJ,4.1,Best fast charging cable,Got the original one,399,999,60,1780
B09RX1FK54,AFJ6ALITTDOSUNPSFLRGDVIAEWBQ,Advaid Haridas,R1NGVE16U4ZUIR,4.1,Really a good cable,but there are fake cables being sold,399,999,60,1780
B09TT6BFDX,AG47CSNDLDSLE7BQWBCUPL4IMBZQ,ravi,R175A66P22YRW5,4.5,Good,Good product,399,1999,80,505
B09TT6BFDX,AFVUB7JIZ754R5LHBFCOBLWFL67A,Customer reviews,R1LK4Q221ZFEZJ,4.5,Good looking 👌 good protection for remote control,fits exactly.,399,1999,80,505
B09TT6BFDX,AF2XIRDLVIWFTUBDJMEWJOLB76OA,Anirban M.,RIDD37MLHUPMC,4.5,It's a very good cover..I liked it.,Good product,399,1999,80,505
B09TT6BFDX,AFRLBEKPIN22S4K4PBHUJ5PQPI6A,Shaik B.,R3PMLB832O0JFF,4.5,Good,Fantastic remote cover to buy. It fits the LG 2022 model's UQ80 as well...A very good product.,399,1999,80,505
B09TT6BFDX,AEMQUDDYUEXPRJ2C64I33YVVSQXA,Ajish M Thomas,R2MQKPT7ABOBFJ,4.5,Expensive,Done the job but value high.,399,1999,80,505
B09TT6BFDX,AFHNMLRH3T77DAFEJ6UUIVBTMB3A,sudhir,R26NZETS68YSC5,4.5,Nice,Product isn't bad,399,1999,80,505
B09KH58JZR,AGNRJFR7GTAKNDLEQNVGQMRVURVQ,Rathod Lakhan,R306AVQBBWQ1YE,4.1,Fast charging cable,It's awesome product. Fast mobile charging cable. I like it.,210,399,47,1717
